tipo_de_empresa,fundação_da_empresa,possui_mais_de_um_sócio,funcionários,meses_de_permanência,utiliza_serviços_financeiros,possuicontador,faz_conciliação_bancária,frequência_de_utilização_de_feature_do_sistema_módulo_financeiro,frequência_de_utilização_de_feature_do_sistema_emissão_de_nota_fiscal,frequência_de_utilização_de_feature_do_sistema_integração_bancária,frequência_de_utilização_de_feature_do_sistema_módulo_de_vendas,frequência_de_utilização_de_feature_do_sistema_relatórios,frequência_de_utilização_de_feature_do_sistema_utilização_de_apis_de_integração,contrato,emite_boletos,tipo_de_pagamento,receita_mensal,receita_total,churn
Micro empresa,2017,Sim,6 ou mais funcionários,10,Sim,Sim,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,100.25,1064.65,Sim
Micro empresa,2020,Não,até 5 funcionários,41,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,Boleto - mês a mês,20.65,835.15,Não
Pequena empresa,2017,Sim,6 ou mais funcionários,27,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,1,Cartão de crédito - mês a mês,85.2,2151.6,Não
Micro empresa,2020,Sim,6 ou mais funcionários,56,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Cartão de crédito - mês a mês,99.8,5515.45,Não
Micro empresa,2018,Não,até 5 funcionários,6,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Boleto - mês a mês,20.7,112.75,Não
Pequena empresa,2021,Não,até 5 funcionários,3,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,74.4,229.55,Sim
Micro empresa,2017,Sim,6 ou mais funcionários,7,Sim,Não ,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,Boleto - mês a mês,50.7,350.35,Não
Micro empresa,2018,Sim,6 ou mais funcionários,4,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Boleto - mês a mês,20.85,62.9,Não
Pequena empresa,2017,Não,até 5 funcionários,33,Sim,Não ,manual,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Anual,1,Boleto - pagamento único,88.95,3027.65,Não
Micro empresa,2011,Não,até 5 funcionários,27,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,78.05,2135.5,Sim
Pequena empresa,2020,Sim,até 5 funcionários,72,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Cartão de crédito - pagamento único,23.55,1723.95,Não
Pequena empresa,2021,Não,até 5 funcionários,1,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Boleto - mês a mês,19.75,19.75,Não
Pequena empresa,2014,Não,até 5 funcionários,71,Não,,automática,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Boleto - pagamento único,56.45,3985.35,Não
Micro empresa,2020,Não,até 5 funcionários,13,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,85.95,1215.65,Não
Micro empresa,2019,Sim,6 ou mais funcionários,25,Não,,automática,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Cartão de crédito - mês a mês,58.6,1502.65,Sim
Pequena empresa,2019,Não,até 5 funcionários,67,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Anual,0,Cartão de crédito - pagamento único,50.55,3260.1,Não
Pequena empresa,2016,Não,até 5 funcionários,1,Não,,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,35.45,35.45,Sim
Pequena empresa,2018,Não,até 5 funcionários,2,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,Boleto - pagamento único,44.35,81.25,Sim
Micro empresa,2017,Não,até 5 funcionários,43,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Cartão de crédito - mês a mês,25.7,1188.2,Não
Micro empresa,2017,Não,até 5 funcionários,23,Sim,Não ,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Cartão de crédito - pagamento único,75.0,1778.5,Não
Micro empresa,2016,Sim,6 ou mais funcionários,64,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,Boleto - mês a mês,20.2,1277.75,Não
Pequena empresa,2018,Não,6 ou mais funcionários,57,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Boleto - mês a mês,19.6,1170.55,Não
Micro empresa,2005,Sim,até 5 funcionários,1,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - mês a mês,70.45,70.45,Sim
Micro empresa,2006,Sim,6 ou mais funcionários,72,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Cartão de crédito - mês a mês,88.05,6425.65,Não
Micro empresa,2019,Não,até 5 funcionários,8,Sim,Sim,automática,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Mês-a-mês,0,Boleto - pagamento único,71.15,563.65,Sim
Micro empresa,2020,Sim,até 5 funcionários,61,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Anual,1,Cartão de crédito - pagamento único,101.05,5971.25,Não
Pequena empresa,2018,Não,até 5 funcionários,64,Sim,Sim,manual,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Trimestral,1,Cartão de crédito - mês a mês,84.3,5289.05,Não
Pequena empresa,2001,Sim,até 5 funcionários,71,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,Cartão de crédito - pagamento único,23.95,1756.2,Não
Micro empresa,2020,Sim,6 ou mais funcionários,65,Sim,Sim,manual,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Anual,1,Cartão de crédito - mês a mês,99.05,6416.7,Não
Pequena empresa,2021,Não,até 5 funcionários,3,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,Boleto - mês a mês,19.6,61.35,Não
Pequena empresa,2019,Não,até 5 funcionários,1,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,45.65,45.65,Sim
Pequena empresa,2019,Não,6 ou mais funcionários,30,Sim,Não ,automática,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Trimestral,0,Cartão de crédito - mês a mês,64.5,1929.95,Não
Pequena empresa,2018,Sim,6 ou mais funcionários,15,Sim,Não ,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Mês-a-mês,1,Boleto - mês a mês,69.5,1071.4,Não
Micro empresa,2016,Sim,6 ou mais funcionários,8,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,68.55,564.35,Não
Pequena empresa,2018,Não,até 5 funcionários,7,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,0,Boleto - mês a mês,95.0,655.5,Sim
Micro empresa,2021,Sim,6 ou mais funcionários,70,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Cartão de crédito - mês a mês,108.15,7930.55,Não
Pequena empresa,2020,Sim,6 ou mais funcionários,62,Sim,Não ,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,Boleto - pagamento único,86.1,5215.25,Não
Micro empresa,2016,Sim,6 ou mais funcionários,6,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Boleto - mês a mês,19.7,113.5,Não
Micro empresa,2021,Sim,6 ou mais funcionários,14,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Cartão de crédito - pagamento único,80.9,1152.8,Não
Micro empresa,2018,Não,até 5 funcionários,22,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Cartão de crédito - pagamento único,84.15,1821.95,Não
Pequena empresa,2021,Sim,6 ou mais funcionários,22,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,Boleto - mês a mês,20.15,419.9,Não
Pequena empresa,2021,Sim,6 ou mais funcionários,16,Sim,Não ,automática,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Anual,0,Boleto - mês a mês,64.25,1024.0,Não
Pequena empresa,2017,Não,até 5 funcionários,10,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,Cartão de crédito - pagamento único,25.7,251.6,Não
Micro empresa,2017,Não,6 ou mais funcionários,13,Sim,Não ,automática,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,56.0,764.55,Não
Micro empresa,2018,Sim,até 5 funcionários,20,Sim,Sim,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,Boleto - pagamento único,82.4,1592.35,Sim
Micro empresa,2016,Não,até 5 funcionários,2,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,69.7,135.2,Não
Pequena empresa,2017,Não,até 5 funcionários,53,Sim,Sim,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Anual,1,Cartão de crédito - pagamento único,73.9,3958.25,Não
Micro empresa,2021,Sim,6 ou mais funcionários,11,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,Boleto - mês a mês,20.6,233.9,Não
Pequena empresa,2021,Sim,até 5 funcionários,69,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,Boleto - mês a mês,19.9,1363.45,Não
Micro empresa,2019,Não,até 5 funcionários,4,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Cartão de crédito - pagamento único,70.9,273.0,Sim
Pequena empresa,2019,Sim,até 5 funcionários,72,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Cartão de crédito - pagamento único,89.05,6254.45,Não
Pequena empresa,2014,Sim,até 5 funcionários,58,Não,,automática,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,45.3,2651.2,Sim
Micro empresa,2018,Sim,6 ou mais funcionários,16,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Boleto - pagamento único,20.4,321.4,Não
Pequena empresa,2017,Sim,até 5 funcionários,43,Sim,Não ,manual,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Trimestral,1,Cartão de crédito - pagamento único,84.25,3539.25,Não
Micro empresa,2017,Sim,até 5 funcionários,2,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,104.4,242.8,Sim
Pequena empresa,2016,Sim,até 5 funcionários,14,Sim,Não ,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,Boleto - mês a mês,81.95,1181.75,Não
Micro empresa,2017,Sim,até 5 funcionários,53,Sim,Não ,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Cartão de crédito - pagamento único,94.85,5000.2,Sim
Micro empresa,2018,Não,até 5 funcionários,32,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,Cartão de crédito - pagamento único,20.55,654.55,Não
Micro empresa,2017,Sim,até 5 funcionários,34,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Boleto - pagamento único,24.7,780.2,Não
Micro empresa,2010,Não,até 5 funcionários,15,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - mês a mês,74.45,1145.7,Sim
Micro empresa,2002,Não,até 5 funcionários,7,Sim,Não ,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,Cartão de crédito - pagamento único,76.45,503.6,Sim
Micro empresa,2016,Sim,6 ou mais funcionários,15,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Cartão de crédito - pagamento único,105.35,1559.25,Não
Pequena empresa,2020,Sim,até 5 funcionários,61,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,1,Cartão de crédito - mês a mês,20.55,1252.0,Não
Micro empresa,2016,Não,até 5 funcionários,1,Não,,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,Cartão de crédito - pagamento único,29.95,29.95,Sim
Micro empresa,2016,Não,até 5 funcionários,1,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,Boleto - mês a mês,45.3,45.3,Não
Pequena empresa,2017,Não,até 5 funcionários,8,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,0,Cartão de crédito - pagamento único,84.5,662.65,Sim
Pequena empresa,2021,Sim,6 ou mais funcionários,33,Sim,Não ,automática,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,0,Cartão de crédito - mês a mês,74.75,2453.3,Não
Micro empresa,2018,Não,até 5 funcionários,13,Sim,Não ,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,79.25,1111.65,Sim
Micro empresa,2020,Sim,até 5 funcionários,1,Não,,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,24.8,24.8,Sim
Pequena empresa,2018,Não,até 5 funcionários,20,Sim,Não ,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - mês a mês,51.8,1023.85,Não
Pequena empresa,2020,Não,até 5 funcionários,3,Não,,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,0,Boleto - pagamento único,30.4,82.15,Não
Micro empresa,2017,Não,até 5 funcionários,13,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,Boleto - pagamento único,19.65,244.8,Não
Micro empresa,2021,Sim,até 5 funcionários,40,Sim,Sim,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,Cartão de crédito - mês a mês,56.6,2379.1,Não
Pequena empresa,2021,Sim,6 ou mais funcionários,43,Sim,Sim,automática,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Trimestral,1,Cartão de crédito - mês a mês,71.9,3173.35,Não
Pequena empresa,2016,Sim,até 5 funcionários,6,Sim,Não ,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,91.0,531.0,Sim
Micro empresa,2020,Sim,6 ou mais funcionários,69,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,Cartão de crédito - pagamento único,19.75,1375.4,Não
Micro empresa,2021,Sim,6 ou mais funcionários,72,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Anual,0,Cartão de crédito - mês a mês,109.7,8129.3,Não
Pequena empresa,2020,Sim,6 ou mais funcionários,59,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,Cartão de crédito - mês a mês,19.3,1192.7,Não
Micro empresa,2016,Sim,até 5 funcionários,20,Sim,Não ,manual,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,96.55,1901.65,Não
Pequena empresa,2020,Sim,6 ou mais funcionários,24,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Cartão de crédito - pagamento único,24.1,587.4,Não
Pequena empresa,2016,Não,até 5 funcionários,59,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,111.35,6519.75,Não
Pequena empresa,2016,Sim,6 ou mais funcionários,72,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Cartão de crédito - pagamento único,112.25,8041.65,Não
Pequena empresa,2018,Não,6 ou mais funcionários,1,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Boleto - mês a mês,20.75,20.75,Não
Micro empresa,2016,Sim,até 5 funcionários,27,Sim,Não ,manual,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Cartão de crédito - mês a mês,101.9,2681.15,Não
Micro empresa,2020,Não,até 5 funcionários,14,Sim,Não ,manual,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,1,Cartão de crédito - mês a mês,80.05,1112.3,Não
Pequena empresa,2019,Sim,6 ou mais funcionários,71,Sim,Sim,manual,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Anual,0,Boleto - pagamento único,105.55,7405.5,Não
Pequena empresa,2016,Não,6 ou mais funcionários,13,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Cartão de crédito - mês a mês,78.3,1033.95,Não
Pequena empresa,2017,Não,até 5 funcionários,44,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,Cartão de crédito - mês a mês,68.85,2958.95,Não
Micro empresa,2020,Não,até 5 funcionários,33,Sim,Não ,manual,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Trimestral,1,Cartão de crédito - pagamento único,79.95,2684.85,Não
Pequena empresa,2020,Sim,6 ou mais funcionários,72,Não,,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Anual,1,Cartão de crédito - mês a mês,55.45,4179.2,Não
Pequena empresa,2020,Não,até 5 funcionários,1,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,0,Boleto - pagamento único,79.9,79.9,Sim
Micro empresa,2021,Não,até 5 funcionários,19,Sim,Não ,manual,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,106.6,1934.45,Sim
Pequena empresa,2016,Sim,até 5 funcionários,64,Sim,Não ,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Cartão de crédito - mês a mês,102.45,6654.1,Não
Pequena empresa,2017,Não,até 5 funcionários,2,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Cartão de crédito - mês a mês,46.0,84.5,Sim
Micro empresa,2021,Não,até 5 funcionários,1,Não,,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,Boleto - pagamento único,25.25,25.25,Não
Pequena empresa,2017,Não,6 ou mais funcionários,61,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,Boleto - mês a mês,19.75,1124.2,Não
Micro empresa,2019,Sim,6 ou mais funcionários,29,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,Boleto - pagamento único,20.0,540.05,Não
Pequena empresa,2005,Sim,até 5 funcionários,23,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,0,Boleto - pagamento único,86.8,1975.85,Não
Micro empresa,2017,Sim,até 5 funcionários,57,Não,,automática,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Cartão de crédito - pagamento único,58.75,3437.45,Não
Pequena empresa,2018,Sim,6 ou mais funcionários,72,Não,,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Anual,0,Cartão de crédito - mês a mês,45.25,3139.8,Não
Pequena empresa,2020,Sim,até 5 funcionários,66,Não,,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Anual,1,Cartão de crédito - pagamento único,56.6,3789.2,Não
Pequena empresa,2016,Sim,6 ou mais funcionários,65,Sim,Sim,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Cartão de crédito - pagamento único,84.2,5324.5,Não
Micro empresa,2021,Não,até 5 funcionários,8,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Cartão de crédito - pagamento único,80.0,624.6,Não
