ID,Tipo de empresa,Fundação da empresa,Possui mais de um sócio,Funcionários,Meses de permanência ,Utiliza serviços financeiros,PossuiContador,Faz conciliação bancária,Frequência de utilização de feature do sistema: Módulo financeiro,Frequência de utilização de feature do sistema: Emissão de nota fiscal,Frequência de utilização de feature do sistema: Integração bancária,Frequência de utilização de feature do sistema: Módulo de vendas,Frequência de utilização de feature do sistema: Relatórios,Frequência de utilização de feature do sistema: Utilização de APIs de integração,Contrato,Emite boletos,Emite boletos,Tipo de pagamento,Receita mensal,Receita total,Churn
104,Micro empresa,2012,Sim,até 5 funcionários,66,Não,NaN,automática,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Trimestral,0,No,Cartão de crédito - pagamento único,"R$ 45,55","R$ 3.027,25",Não
105,Pequena empresa,2018,Sim,até 5 funcionários,68,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - pagamento único,"R$ 110,00","R$ 7.611,85",Sim
106,Pequena empresa,2017,Não,até 5 funcionários,5,Não,NaN,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 24,30","R$ 100,20",Não
107,Micro empresa,2018,Sim,6 ou mais funcionários,72,Sim,Sim,manual,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Yes,Boleto - pagamento único,"R$ 104,15","R$ 7.303,05",Não
108,Micro empresa,2018,Não,até 5 funcionários,32,Não,NaN,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Trimestral,0,No,Boleto - mês a mês,"R$ 30,15","R$ 927,65",Não
109,Pequena empresa,2017,Não,até 5 funcionários,43,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Trimestral,0,No,Boleto - mês a mês,"R$ 94,35","R$ 3.921,30",Não
110,Pequena empresa,2018,Sim,6 ou mais funcionários,72,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - mês a mês,"R$ 19,40","R$ 1.363,25",Não
111,Pequena empresa,2021,Sim,até 5 funcionários,55,Sim,Sim,manual,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 96,75","R$ 5.238,90",Sim
112,Micro empresa,2017,Não,até 5 funcionários,52,Sim,Não ,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Trimestral,0,No,Cartão de crédito - mês a mês,"R$ 57,95","R$ 3.042,25",Não
113,Micro empresa,2021,Não,até 5 funcionários,43,Sim,Não ,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 91,65","R$ 3.954,10",Não
114,Micro empresa,2004,Sim,até 5 funcionários,37,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 76,50","R$ 2.868,15",Sim
115,Micro empresa,2018,Sim,6 ou mais funcionários,64,Não,NaN,automática,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Boleto - pagamento único,"R$ 54,60","R$ 3.423,50",Não
116,Pequena empresa,2019,Sim,6 ou mais funcionários,3,Sim,Não ,manual,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 89,85","R$ 248,40",Não
117,Micro empresa,2019,Não,até 5 funcionários,36,Não,NaN,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Anual,0,No,Cartão de crédito - pagamento único,"R$ 31,05","R$ 1.126,35",Não
118,Micro empresa,2017,Sim,6 ou mais funcionários,10,Sim,Sim,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 100,25","R$ 1.064,65",Sim
119,Micro empresa,2020,Não,até 5 funcionários,41,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Boleto - mês a mês,"R$ 20,65","R$ 835,15",Não
120,Pequena empresa,2017,Sim,6 ou mais funcionários,27,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,"R$ 85,20","R$ 2.151,60",Não
121,Micro empresa,2020,Sim,6 ou mais funcionários,56,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Yes,Cartão de crédito - mês a mês,"R$ 99,80","R$ 5.515,45",Não
122,Micro empresa,2018,Não,até 5 funcionários,6,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 20,70","R$ 112,75",Não
123,Pequena empresa,2021,Não,até 5 funcionários,3,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 74,40","R$ 229,55",Sim
124,Micro empresa,2017,Sim,6 ou mais funcionários,7,Sim,Não ,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 50,70","R$ 350,35",Não
125,Micro empresa,2018,Sim,6 ou mais funcionários,4,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 20,85","R$ 62,90",Não
126,Pequena empresa,2017,Não,até 5 funcionários,33,Sim,Não ,manual,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Anual,1,Yes,Boleto - pagamento único,"R$ 88,95","R$ 3.027,65",Não
127,Micro empresa,2011,Não,até 5 funcionários,27,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 78,05","R$ 2.135,50",Sim
128,Pequena empresa,2020,Sim,até 5 funcionários,72,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Yes,Cartão de crédito - pagamento único,"R$ 23,55","R$ 1.723,95",Não
129,Pequena empresa,2021,Não,até 5 funcionários,1,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 19,75","R$ 19,75",Não
130,Pequena empresa,2014,Não,até 5 funcionários,71,Não,NaN,automática,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Yes,Boleto - pagamento único,"R$ 56,45","R$ 3.985,35",Não
131,Micro empresa,2020,Não,até 5 funcionários,13,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 85,95","R$ 1.215,65",Não
132,Micro empresa,2019,Sim,6 ou mais funcionários,25,Não,NaN,automática,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,"R$ 58,60","R$ 1.502,65",Sim
133,Pequena empresa,2019,Não,até 5 funcionários,67,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Anual,0,No,Cartão de crédito - pagamento único,"R$ 50,55","R$ 3.260,10",Não
134,Pequena empresa,2016,Não,até 5 funcionários,1,Não,NaN,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 35,45","R$ 35,45",Sim
135,Pequena empresa,2018,Não,até 5 funcionários,2,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 44,35","R$ 81,25",Sim
136,Micro empresa,2017,Não,até 5 funcionários,43,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Yes,Cartão de crédito - mês a mês,"R$ 25,70","R$ 1.188,20",Não
137,Micro empresa,2017,Não,até 5 funcionários,23,Sim,Não ,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,"R$ 75,00","R$ 1.778,50",Não
138,Micro empresa,2016,Sim,6 ou mais funcionários,64,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Boleto - mês a mês,"R$ 20,20","R$ 1.277,75",Não
139,Pequena empresa,2018,Não,6 ou mais funcionários,57,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Yes,Boleto - mês a mês,"R$ 19,60","R$ 1.170,55",Não
140,Micro empresa,2005,Sim,até 5 funcionários,1,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,"R$ 70,45","R$ 70,45",Sim
141,Micro empresa,2006,Sim,6 ou mais funcionários,72,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - mês a mês,"R$ 88,05","R$ 6.425,65",Não
142,Micro empresa,2019,Não,até 5 funcionários,8,Sim,Sim,automática,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 71,15","R$ 563,65",Sim
143,Micro empresa,2020,Sim,até 5 funcionários,61,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - pagamento único,"R$ 101,05","R$ 5.971,25",Não
144,Pequena empresa,2018,Não,até 5 funcionários,64,Sim,Sim,manual,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Trimestral,1,Yes,Cartão de crédito - mês a mês,"R$ 84,30","R$ 5.289,05",Não
145,Pequena empresa,2001,Sim,até 5 funcionários,71,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - pagamento único,"R$ 23,95","R$ 1.756,20",Não
146,Micro empresa,2020,Sim,6 ou mais funcionários,65,Sim,Sim,manual,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Anual,1,Yes,Cartão de crédito - mês a mês,"R$ 99,05","R$ 6.416,70",Não
147,Pequena empresa,2021,Não,até 5 funcionários,3,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Boleto - mês a mês,"R$ 19,60","R$ 61,35",Não
148,Pequena empresa,2019,Não,até 5 funcionários,1,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 45,65","R$ 45,65",Sim
149,Pequena empresa,2019,Não,6 ou mais funcionários,30,Sim,Não ,automática,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Trimestral,0,No,Cartão de crédito - mês a mês,"R$ 64,50","R$ 1.929,95",Não
150,Pequena empresa,2018,Sim,6 ou mais funcionários,15,Sim,Não ,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - mês a mês,"R$ 69,50","R$ 1.071,40",Não
151,Micro empresa,2016,Sim,6 ou mais funcionários,8,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 68,55","R$ 564,35",Não
152,Pequena empresa,2018,Não,até 5 funcionários,7,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 95,00","R$ 655,50",Sim
153,Micro empresa,2021,Sim,6 ou mais funcionários,70,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Yes,Cartão de crédito - mês a mês,"R$ 108,15","R$ 7.930,55",Não
154,Pequena empresa,2020,Sim,6 ou mais funcionários,62,Sim,Não ,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,No,Boleto - pagamento único,"R$ 86,10","R$ 5.215,25",Não
155,Micro empresa,2016,Sim,6 ou mais funcionários,6,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 19,70","R$ 113,50",Não
156,Micro empresa,2021,Sim,6 ou mais funcionários,14,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,"R$ 80,90","R$ 1.152,80",Não
157,Micro empresa,2018,Não,até 5 funcionários,22,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,"R$ 84,15","R$ 1.821,95",Não
158,Pequena empresa,2021,Sim,6 ou mais funcionários,22,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Boleto - mês a mês,"R$ 20,15","R$ 419,90",Não
159,Pequena empresa,2021,Sim,6 ou mais funcionários,16,Sim,Não ,automática,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Anual,0,No,Boleto - mês a mês,"R$ 64,25","R$ 1.024,00",Não
160,Pequena empresa,2017,Não,até 5 funcionários,10,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - pagamento único,"R$ 25,70","R$ 251,60",Não
161,Micro empresa,2017,Não,6 ou mais funcionários,13,Sim,Não ,automática,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 56,00","R$ 764,55",Não
162,Micro empresa,2018,Sim,até 5 funcionários,20,Sim,Sim,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 82,40","R$ 1.592,35",Sim
163,Micro empresa,2016,Não,até 5 funcionários,2,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 69,70","R$ 135,20",Não
164,Pequena empresa,2017,Não,até 5 funcionários,53,Sim,Sim,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Anual,1,Yes,Cartão de crédito - pagamento único,"R$ 73,90","R$ 3.958,25",Não
165,Micro empresa,2021,Sim,6 ou mais funcionários,11,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Boleto - mês a mês,"R$ 20,60","R$ 233,90",Não
166,Pequena empresa,2021,Sim,até 5 funcionários,69,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Boleto - mês a mês,"R$ 19,90","R$ 1.363,45",Não
167,Micro empresa,2019,Não,até 5 funcionários,4,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,"R$ 70,90","R$ 273,00",Sim
168,Pequena empresa,2019,Sim,até 5 funcionários,72,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - pagamento único,"R$ 89,05","R$ 6.254,45",Não
169,Pequena empresa,2014,Sim,até 5 funcionários,58,Não,NaN,automática,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 45,30","R$ 2.651,20",Sim
170,Micro empresa,2018,Sim,6 ou mais funcionários,16,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 20,40","R$ 321,40",Não
171,Pequena empresa,2017,Sim,até 5 funcionários,43,Sim,Não ,manual,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Trimestral,1,Yes,Cartão de crédito - pagamento único,"R$ 84,25","R$ 3.539,25",Não
172,Micro empresa,2017,Sim,até 5 funcionários,2,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 104,40","R$ 242,80",Sim
173,Pequena empresa,2016,Sim,até 5 funcionários,14,Sim,Não ,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,No,Boleto - mês a mês,"R$ 81,95","R$ 1.181,75",Não
174,Micro empresa,2017,Sim,até 5 funcionários,53,Sim,Não ,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Yes,Cartão de crédito - pagamento único,"R$ 94,85","R$ 5.000,20",Sim
175,Micro empresa,2018,Não,até 5 funcionários,32,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Cartão de crédito - pagamento único,"R$ 20,55","R$ 654,55",Não
176,Micro empresa,2017,Sim,até 5 funcionários,34,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 24,70","R$ 780,20",Não
177,Micro empresa,2010,Não,até 5 funcionários,15,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,"R$ 74,45","R$ 1.145,70",Sim
178,Micro empresa,2002,Não,até 5 funcionários,7,Sim,Não ,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Cartão de crédito - pagamento único,"R$ 76,45","R$ 503,60",Sim
179,Micro empresa,2016,Sim,6 ou mais funcionários,15,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,"R$ 105,35","R$ 1.559,25",Não
180,Pequena empresa,2020,Sim,até 5 funcionários,61,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,1,Yes,Cartão de crédito - mês a mês,"R$ 20,55","R$ 1.252,00",Não
181,Micro empresa,2016,Não,até 5 funcionários,1,Não,NaN,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Cartão de crédito - pagamento único,"R$ 29,95","R$ 29,95",Sim
182,Micro empresa,2016,Não,até 5 funcionários,1,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 45,30","R$ 45,30",Não
183,Pequena empresa,2017,Não,até 5 funcionários,8,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,0,No,Cartão de crédito - pagamento único,"R$ 84,50","R$ 662,65",Sim
184,Pequena empresa,2021,Sim,6 ou mais funcionários,33,Sim,Não ,automática,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,0,No,Cartão de crédito - mês a mês,"R$ 74,75","R$ 2.453,30",Não
185,Micro empresa,2018,Não,até 5 funcionários,13,Sim,Não ,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 79,25","R$ 1.111,65",Sim
186,Micro empresa,2020,Sim,até 5 funcionários,1,Não,NaN,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 24,80","R$ 24,80",Sim
187,Pequena empresa,2018,Não,até 5 funcionários,20,Sim,Não ,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,"R$ 51,80","R$ 1.023,85",Não
188,Pequena empresa,2020,Não,até 5 funcionários,3,Não,NaN,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 30,40","R$ 82,15",Não
189,Micro empresa,2017,Não,até 5 funcionários,13,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Boleto - pagamento único,"R$ 19,65","R$ 244,80",Não
190,Micro empresa,2021,Sim,até 5 funcionários,40,Sim,Sim,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Cartão de crédito - mês a mês,"R$ 56,60","R$ 2.379,10",Não
191,Pequena empresa,2021,Sim,6 ou mais funcionários,43,Sim,Sim,automática,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Trimestral,1,Yes,Cartão de crédito - mês a mês,"R$ 71,90","R$ 3.173,35",Não
192,Pequena empresa,2016,Sim,até 5 funcionários,6,Sim,Não ,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 91,00","R$ 531,00",Sim
193,Micro empresa,2020,Sim,6 ou mais funcionários,69,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - pagamento único,"R$ 19,75","R$ 1.375,40",Não
194,Micro empresa,2021,Sim,6 ou mais funcionários,72,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Anual,0,No,Cartão de crédito - mês a mês,"R$ 109,70","R$ 8.129,30",Não
195,Pequena empresa,2020,Sim,6 ou mais funcionários,59,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - mês a mês,"R$ 19,30","R$ 1.192,70",Não
196,Micro empresa,2016,Sim,até 5 funcionários,20,Sim,Não ,manual,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 96,55","R$ 1.901,65",Não
197,Pequena empresa,2020,Sim,6 ou mais funcionários,24,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Yes,Cartão de crédito - pagamento único,"R$ 24,10","R$ 587,40",Não
198,Pequena empresa,2016,Não,até 5 funcionários,59,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 111,35","R$ 6.519,75",Não
199,Pequena empresa,2016,Sim,6 ou mais funcionários,72,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - pagamento único,"R$ 112,25","R$ 8.041,65",Não
200,Pequena empresa,2018,Não,6 ou mais funcionários,1,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 20,75","R$ 20,75",Não
201,Micro empresa,2016,Sim,até 5 funcionários,27,Sim,Não ,manual,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Yes,Cartão de crédito - mês a mês,"R$ 101,90","R$ 2.681,15",Não
